Wort;Positive;Negative;Zorn;Erwartung;Ekel;Furcht;Freude;Traurigkeit;Überraschung;Vertrauen
Zerstörung;0;1;1;0;0;0;0;0;0;0
Zerstückelung;0;1;0;0;1;1;0;1;0;0
Zessionar;0;0;0;0;0;0;0;0;0;1
Zeuge;0;0;0;0;0;0;0;0;0;1
Zeugnis;0;0;0;0;0;0;0;0;0;1
Ziel;1;0;0;1;0;1;1;1;1;0
Zielsetzung;1;0;0;1;0;0;0;0;0;1
Ziffer;0;0;0;0;0;0;0;0;0;1
Zitat;1;1;0;1;0;0;0;0;1;0
Zitrone;0;1;0;0;1;0;0;0;0;0
Zitrusschale;1;0;0;1;0;0;1;0;0;1
Zivilisation;1;0;0;0;0;0;0;0;0;1
Zorn;0;1;1;0;0;1;0;0;0;0
Zuchthaus;0;1;1;0;0;0;0;0;0;0
Zufall;0;0;0;0;0;0;0;0;1;0
Zufügung;0;1;0;0;0;1;0;1;0;0
Zuneigung;1;0;0;0;0;0;1;0;0;1
Zurückweisung;0;1;1;0;1;0;0;0;0;0
Zusammenarbeit;1;0;0;0;0;0;0;0;0;1
Zusammenbruch;0;1;0;0;1;1;0;1;0;0
Zusammenhalt;0;0;0;0;0;0;0;0;0;1
Zusammenstoß;0;1;1;0;0;0;0;0;0;0
Zuschlag;0;1;1;0;0;0;0;0;0;0
Zustimmung;1;0;0;0;0;0;0;0;0;1
Zuverlässigkeit;1;0;0;0;0;0;0;0;0;1
Zwang;0;1;1;0;0;1;0;1;0;0
Zwangsmittel;0;1;1;0;1;1;0;1;0;0
Zweifel;0;1;0;0;0;1;0;1;0;1
Zwickel;0;0;0;0;0;0;0;0;0;1
Zwickmühle;0;1;1;0;0;1;0;0;0;0
Zwietracht;0;1;1;0;1;0;0;0;0;0
Zwinger;0;0;0;0;0;0;0;1;0;0
Zwitter;0;1;0;0;0;0;0;0;1;0
Zyanid;0;1;0;0;0;1;0;0;0;0
Zyklon;0;1;0;0;0;1;0;0;1;0
Zyste;0;1;0;0;0;1;0;1;0;0
Zähigkeit;1;0;1;0;0;1;0;0;0;1
Zärtlichkeit;1;0;0;0;0;0;1;0;0;0
Zögern;0;1;0;0;0;1;0;0;0;0
abergläubisch;0;1;0;1;0;1;0;0;0;0
abfahren;0;0;0;1;0;0;0;1;0;0
abfragen;0;0;0;0;0;1;0;0;0;0
abgelegen;0;1;0;0;0;0;0;1;0;0
abgelehnt;0;1;1;0;0;0;0;1;0;0
abgelenkt;0;1;1;0;0;0;0;0;0;0
abgemagert;0;1;0;0;0;1;0;1;0;0
abgeneigt;0;1;1;0;1;1;0;0;0;0
abgereist;0;1;0;0;0;0;0;1;0;0
abgeschrieben;0;1;1;0;1;1;0;1;0;0
abgestreift;0;1;1;1;1;1;0;1;0;0
abheben;0;1;0;0;0;0;0;1;0;0
abhängen;0;0;0;1;0;0;0;0;0;1
abhängig;1;1;0;0;0;0;0;0;0;1
ablehnen;0;1;1;0;1;1;0;1;0;1
ablenken;0;1;1;0;0;0;0;0;0;0
ablenkend;0;1;1;1;0;0;0;0;0;0
abmessen;0;0;0;0;0;0;0;0;0;1
abnormal;0;1;0;0;1;0;0;0;0;0
abonnieren;0;0;0;1;0;0;0;0;0;0
abrupt;0;0;0;0;0;0;0;0;1;0
abschaffen;0;1;1;0;0;0;0;0;0;0
abscheulich;0;1;1;0;1;1;0;0;0;0
abschweifen;0;1;0;1;0;0;0;0;0;0
absondern;0;0;0;0;1;0;0;0;0;0
abstoßend;0;1;0;0;1;0;0;0;0;0
abtreibend;0;1;0;0;0;0;0;1;0;0
abweichend;0;1;0;0;0;0;0;0;1;0
abweisend;0;1;1;0;1;1;0;0;0;0
abwerten;0;1;1;0;1;0;0;0;0;0
abwesend;0;1;0;0;1;0;0;1;0;0
abwählen;0;1;0;0;1;1;0;0;0;0
administrativ;0;0;0;0;0;0;0;0;0;1
aggressiv;0;1;1;0;0;1;0;0;0;0
ahnungslos;0;0;0;0;0;0;0;0;1;0
akademisch;1;0;0;0;0;0;0;0;0;1
akkreditiert;1;0;0;0;0;0;0;0;0;1
aktivieren;1;0;0;0;0;0;0;0;0;1
alarmierend;0;1;0;0;0;1;0;0;1;0
alle zwei Jahre;0;0;0;1;0;0;0;0;0;0
alltäglich;0;0;0;1;0;0;0;0;0;1
allwissend;1;0;0;0;0;0;0;0;0;1
amüsieren;1;0;0;0;0;0;1;0;0;0
amüsiert;1;0;0;0;0;0;1;0;0;0
anders;0;0;0;0;0;0;0;0;1;0
anerkennenswert;1;0;0;1;0;0;0;0;0;1
angehen;0;0;1;0;0;0;0;0;1;0
angenehm;1;0;0;1;0;0;1;0;1;1
angespannt;0;1;1;0;0;0;0;0;0;0
angreifen;0;1;1;0;0;1;0;0;1;0
angreifend;0;1;1;0;1;1;0;1;1;0
anhalten;0;1;0;0;0;1;0;1;0;0
animiert;1;0;0;0;0;0;1;0;0;0
anklagen;0;1;1;0;0;1;0;0;0;0
ankommen;0;0;0;1;0;0;0;0;0;0
anmaßend;0;1;1;0;1;0;0;0;0;0
annehmen;1;0;0;1;0;0;0;0;1;1
anprangern;0;1;1;0;1;0;0;0;0;0
anregen;1;1;1;1;0;1;1;0;1;0
anrichten;0;1;1;0;0;0;0;0;0;0
anrüchig;0;1;1;0;1;1;0;0;0;0
ansprechbar;1;0;0;1;0;0;0;0;0;1
ansprechend;1;0;0;0;0;0;1;0;0;1
ansteckend;0;1;0;0;1;1;0;1;0;0
antagonistisch;0;1;1;0;1;0;0;0;0;0
antimykotisch;1;0;0;0;0;0;0;0;0;1
anvertrauen;0;0;0;0;0;0;0;0;0;1
anweisen;1;0;0;0;0;0;0;0;0;1
apathisch;0;1;0;0;0;0;0;1;0;0
apostolisch;0;0;0;0;0;0;0;0;0;1
arbeitete;0;1;0;0;0;0;0;1;0;0
arbeitslos;0;1;0;0;0;1;0;1;0;0
arrogant;0;1;1;0;1;0;0;0;0;0
assoziieren;1;0;0;0;0;0;0;0;0;1
aufdecken;0;0;0;0;0;0;0;0;1;0
aufdringlich;0;1;1;0;1;1;0;0;1;0
aufgebläht;0;1;0;0;1;0;0;0;0;0
aufgegeben;0;1;1;0;1;1;0;1;0;0
aufgeregt;1;1;1;1;0;0;1;0;1;1
aufhellen;1;0;0;0;0;0;1;0;1;1
aufklären;1;0;0;0;0;0;0;0;0;1
aufmerksam;1;0;0;0;0;0;0;0;0;1
aufrecht;1;0;0;0;0;0;0;0;0;1
aufregend;1;0;0;1;0;0;1;0;1;0
aufrichtig;1;0;0;0;0;0;0;0;0;1
aufrufen;0;0;0;1;0;0;0;0;0;0
aufrührerisch;0;1;1;0;0;1;0;0;1;0
aufstrebend;1;0;0;1;0;0;1;0;0;1
ausbrechen;0;1;1;0;0;0;0;0;1;0
ausgefranst;0;1;0;0;0;0;0;1;0;0
ausgelassen;1;0;0;0;0;0;1;0;0;0
ausgelöscht;0;1;1;0;0;1;0;0;0;0
ausgerenkt;0;1;1;0;1;1;0;1;0;0
ausgeschlossen;0;1;0;0;1;0;0;1;0;0
ausgestorben;0;1;0;0;0;0;0;1;0;0
ausgestoßen;0;1;0;0;1;1;0;1;0;0
auslöschen;0;1;1;0;0;1;0;1;0;0
ausrotten;0;1;1;0;0;0;0;0;0;0
ausrufen;0;0;0;0;0;0;0;0;1;0
ausschließen;0;1;0;0;0;1;0;1;0;0
ausweichen;0;1;1;0;1;1;0;0;0;0
ausweisen;0;1;1;0;1;1;0;1;0;0
authentifizieren;0;0;0;0;0;0;0;0;0;1
authentisch;1;0;0;0;0;0;1;0;0;1
automatisch;0;0;0;0;0;0;0;0;0;1
autorisieren;0;0;0;0;0;0;0;0;0;1
außergerichtliche;0;1;0;0;0;1;0;0;0;0
axiomatisch;0;0;0;0;0;0;0;0;0;1
barbarisch;0;1;1;0;1;1;0;0;0;0
baufällig;0;1;0;0;1;0;0;1;0;0
beabsichtigt;1;0;0;1;0;0;0;0;0;0
bedauerlich;0;1;0;0;0;0;0;1;0;0
bedauern;0;1;1;0;1;0;0;1;0;0
bedeuten;0;0;0;1;0;0;0;0;0;0
bedeutungslos;0;1;0;0;0;0;0;1;0;0
bedrohlich;0;1;1;0;1;1;0;0;0;0
bedrängen;0;1;0;0;0;1;0;1;0;0
bedürftig;0;1;0;0;0;0;0;1;0;0
beeinflussbar;0;0;0;0;0;0;0;0;0;1
beenden;0;0;0;0;0;0;0;1;0;0
befreien;1;0;1;1;0;0;1;0;1;1
befriedigen;1;0;0;0;0;0;1;0;1;0
befürworten;0;0;0;0;0;0;0;0;0;1
begeistert;1;0;0;1;0;0;1;0;1;0
begleiten;0;0;0;0;0;0;0;0;0;1
begonnen;0;0;0;1;0;0;0;0;0;0
begraben;0;1;0;0;0;1;0;1;0;0
begreifen;0;0;0;0;0;1;0;0;0;0
begrenzt;0;1;1;0;0;0;0;1;0;0
begründen;0;0;0;0;0;0;0;0;0;1
begrüßt;1;0;0;0;0;0;1;0;0;0
behaart;0;1;0;0;1;0;0;0;0;0
behalten;0;0;0;0;0;0;0;0;0;1
behauptend;1;0;0;0;0;0;0;0;0;1
behindern;0;1;1;0;0;1;0;0;0;0
behindernd;0;1;0;0;0;0;0;1;0;0
behindert;0;1;0;0;0;1;0;1;0;0
beispiellos;0;0;0;0;0;0;0;0;1;0
bejahend;1;0;0;0;0;0;0;0;0;1
bekennen;1;1;0;0;0;0;0;0;0;1
beklagenswert;0;1;1;0;1;1;0;1;0;0
bekloppt;0;1;0;0;1;0;0;0;0;0
belanglos;0;1;0;0;0;0;0;1;0;0
belastend;0;1;0;0;0;1;0;1;0;0
belastet;0;1;0;0;0;1;0;1;0;0
belebt;1;0;0;0;0;0;1;0;1;1
beleidigen;0;1;1;0;1;0;0;0;0;0
beleidigend;0;1;1;0;1;1;0;1;0;0
beleidigt;0;1;1;0;0;0;0;1;0;0
belästigen;0;1;1;0;1;0;0;0;0;0
bemerkenswert;1;0;0;0;0;0;1;0;1;1
bemühen;1;0;0;1;0;0;0;0;0;0
beraten;1;0;0;0;0;0;0;0;0;1
berauscht;0;1;0;0;1;0;0;0;0;0
bereit;1;0;0;1;0;0;0;0;0;1
bereiten;1;0;0;1;0;0;0;0;0;0
bereuen;1;0;0;0;0;1;0;0;0;0
bereut;0;1;0;0;0;0;0;1;0;0
bergauf;1;1;0;1;0;1;0;0;0;0
beruhigen;1;0;0;0;0;0;0;0;0;1
beruhigend;1;0;0;0;0;0;1;0;0;1
berüchtigt;0;1;1;0;1;1;0;0;0;0
bescheiden;1;0;0;0;0;0;0;0;0;1
beschimpfen;0;1;1;0;1;0;0;0;0;0
beschlagnahmen;0;1;1;0;0;0;0;1;0;0
beschleunigen;0;0;0;1;0;0;0;0;0;0
beschriftet;1;0;0;1;0;0;0;0;0;1
beschränken;0;1;1;0;0;1;0;1;0;0
beschränkt;0;1;1;0;1;1;0;1;0;0
beschuldigen;0;1;1;0;0;1;0;0;0;0
beschweren;0;1;1;0;0;0;0;1;0;0
beschwerlich;0;1;1;0;0;0;0;1;0;0
beschäftigt, verlobt;1;0;0;1;0;0;1;0;0;1
beschämend;0;1;1;0;1;0;0;0;0;0
beschämt;0;1;0;0;1;0;0;1;0;0
besessen;0;1;1;0;1;1;0;0;0;0
besiegt;0;1;0;0;0;0;0;1;0;0
besitzen;1;0;0;1;0;0;1;0;0;1
besorgt;0;1;0;1;0;1;0;1;0;0
bestechen;1;0;0;1;0;0;1;0;1;1
bestialisch;0;1;0;0;1;1;0;0;0;0
bestimmt;0;0;0;1;0;0;0;0;0;0
bestrafen;0;1;1;0;0;1;0;1;0;0
bestraft;0;1;1;1;1;1;0;1;0;0
bestreiten;0;1;0;1;0;0;0;0;0;0
beständig;0;1;0;0;0;1;0;0;0;0
bestätigen;1;0;0;0;0;0;0;0;0;1
beten;1;0;0;1;0;1;1;0;1;1
betonen;0;0;0;0;0;0;0;0;0;1
betrogen;0;1;1;0;0;0;0;0;0;0
betrunken;0;1;0;0;1;0;0;0;0;0
betrübt;0;1;0;0;0;1;0;0;0;0
betrügen;0;1;1;0;1;0;0;0;0;0
betrügerisch;0;1;1;0;1;0;0;1;0;0
betäubt;0;1;0;0;0;1;0;0;1;0
beunruhigend;0;1;0;1;0;1;0;1;0;0
bevorstehend;0;0;0;1;0;1;0;0;0;0
bevorzugen;1;0;0;0;0;0;0;0;0;1
bewachen;1;0;0;0;0;1;0;0;0;1
bewacht;0;0;0;0;0;0;0;0;0;1
bewaffnet;1;1;1;0;0;1;0;0;0;0
bewiesen;0;0;0;0;0;0;0;0;0;1
bewundern;1;0;0;0;0;0;0;0;0;1
bewundernswert;1;0;0;0;0;0;1;0;0;1
bewölkt;0;0;0;0;0;0;0;1;0;0
bezaubernd;1;0;0;0;0;0;1;0;0;0
bezeugen;1;0;0;0;0;0;0;0;0;1
bigott;0;1;1;0;1;1;0;1;0;0
bilden;0;0;0;0;0;0;0;0;0;1
bischöflich;0;0;0;0;0;0;0;0;0;1
bitten;0;1;0;0;0;0;0;1;0;0
bitterlich;0;1;1;0;1;0;0;1;0;0
bizarr;0;1;0;0;0;0;0;0;1;0
blasphemisch;0;1;1;0;1;0;0;0;0;0
blindlings;0;1;0;0;0;0;0;1;0;0
blutig;0;1;1;0;1;1;0;1;0;0
blutrünstig;0;1;1;0;1;1;0;0;0;0
blühen;1;0;0;1;0;0;1;0;0;1
blühend;1;0;0;1;0;0;1;0;0;0
bodenlos;0;0;0;0;0;1;0;0;0;0
bombardieren;0;1;1;0;0;1;0;0;0;0
bombardiert;0;1;0;0;1;0;0;0;0;0
brillant;1;0;0;1;0;0;1;0;0;1
brutal;0;1;1;0;0;1;0;0;0;0
brutto;0;1;0;0;1;0;0;0;0;0
brutzeln;0;0;1;0;0;0;0;0;0;0
brüderlich;1;0;0;1;0;0;1;0;0;1
bärisch;0;0;1;0;0;1;0;0;0;0
bösartig;0;1;1;0;1;0;0;0;0;0
böse;0;1;1;0;1;1;0;1;0;0
böswillig;0;1;1;0;1;1;0;1;0;0
büßen;1;0;0;1;0;0;1;0;0;1
cad;0;1;1;0;1;0;0;0;0;0
chaotisch;0;1;1;0;0;0;0;0;0;0
chronisch;0;1;0;0;0;0;0;1;0;0
dankbar;1;0;0;0;0;0;1;0;0;0
das Erntedankfest;1;0;0;0;0;0;1;0;0;0
das Mitleid;0;0;0;0;0;0;0;1;0;0
dauerhaft;1;0;0;0;0;0;0;0;0;1
deaktivieren;0;1;0;0;0;1;0;1;0;0
defekt;0;1;0;0;1;0;0;0;0;0
definitiv;1;0;0;0;0;0;0;0;0;1
deformiert;0;1;0;0;1;0;0;1;0;0
degradieren;0;1;0;0;1;0;0;0;0;0
delegieren;1;0;0;0;0;0;0;0;0;1
demonstrativ;1;0;0;0;0;0;1;1;0;0
demoralisiert;0;1;0;0;0;1;0;1;0;0
demütig;1;1;0;0;1;0;0;1;0;0
demütigen;0;1;1;0;0;0;0;1;0;0
deportieren;0;1;0;0;0;1;0;1;0;0
depressiv;0;1;0;0;0;0;0;1;0;0
deprimierend;0;1;0;0;1;0;0;1;0;0
deprimiert;0;1;1;0;0;1;0;1;0;0
der Ekel;0;1;1;0;1;1;0;1;0;0
despotisch;0;1;0;0;0;1;0;0;0;0
destruktiv;0;1;1;0;1;1;0;0;0;0
detonieren;0;1;0;0;0;1;0;0;1;0
diktatorisch;0;1;1;0;0;0;0;0;0;0
diplomatisch;1;0;0;0;0;0;0;0;0;1
diskret;1;1;0;1;0;1;0;1;0;0
diskriminieren;0;1;1;0;0;0;0;1;0;0
diskriminierend;0;1;0;0;1;0;0;0;0;0
disqualifizieren;0;1;0;0;0;0;0;1;0;0
disqualifiziert;0;1;1;0;1;0;0;1;0;0
dominieren;1;1;1;0;0;1;0;0;0;0
donnernd;0;1;1;0;0;1;0;0;0;0
dornig;0;1;0;0;0;1;0;0;0;0
dreckig;0;1;0;0;1;0;0;0;0;0
dreist;0;1;1;0;0;0;0;0;0;0
dreizehnte;0;0;0;0;0;1;0;0;0;0
dreschen;0;1;1;0;0;1;0;1;0;0
dringend;0;1;0;1;0;1;0;0;1;0
drohen;0;1;1;1;0;1;0;0;0;0
drosseln;0;1;1;0;0;0;0;0;0;0
drücken;0;1;0;0;0;1;0;1;0;0
drückend;0;1;1;0;1;1;0;1;0;0
dumm;0;1;0;0;0;0;1;0;0;0
dumpf;0;1;0;0;0;0;0;1;0;0
dunkel;0;0;0;0;0;0;0;1;0;0
durchhängen;0;1;0;0;0;1;0;0;0;0
dynamisch;0;0;0;0;0;0;0;0;1;0
dämonisch;0;1;1;0;1;1;0;1;0;0
düngen;0;1;0;0;1;0;0;0;0;0
düster;0;1;0;0;1;1;0;1;0;0
echt;1;0;0;0;0;0;0;0;0;1
edel;1;0;0;0;0;0;0;0;0;1
effizient;1;0;0;1;0;0;0;0;0;1
egoistisch;0;1;1;0;1;0;0;0;0;0
ehrenhaft;1;0;0;0;0;0;0;0;0;1
ehrlich;1;0;1;1;1;1;1;1;1;1
ehrwürdig;1;0;0;1;0;0;1;0;0;1
eifersüchtig;0;1;1;0;1;0;0;0;0;0
eifrig;1;0;0;1;0;0;1;0;1;1
ein Lauffeuer;0;1;0;0;0;1;0;1;1;0
einbüßen;0;1;1;0;0;0;0;1;0;0
eindeutig;0;0;0;0;0;0;0;0;0;1
einfach;1;0;0;0;0;0;0;0;0;1
einfahren;0;1;1;0;0;0;0;0;0;0
einfallen;0;1;1;0;0;1;0;1;1;0
einfarbig;0;1;0;0;1;0;0;0;0;0
einflussreich;1;0;0;0;0;0;0;0;0;1
eingesperrt;0;1;1;0;1;1;0;1;0;0
eingeweiht;0;1;0;0;0;0;0;0;0;1
eingezäunt;0;0;1;0;0;0;0;0;0;0
einladen;1;0;0;1;0;0;1;0;1;1
einladend;1;0;0;1;0;0;1;0;1;1
einmischen;0;1;1;0;0;0;0;0;0;0
einreichen;0;0;0;1;0;0;0;0;0;0
einsam;0;1;1;0;1;1;0;1;0;0
einschlägig;1;0;0;0;0;0;0;0;0;1
einschreiben;0;0;0;1;0;0;0;0;0;1
einschränken;0;1;0;0;0;1;0;0;0;0
einschüchtern;0;1;0;0;0;1;0;0;0;0
einstweilig;0;0;0;1;0;0;0;0;0;0
eintönig;0;1;0;0;0;0;0;1;0;0
einverstanden;1;0;0;0;0;0;0;0;0;1
einwandfrei;1;0;0;0;0;0;0;0;0;1
einzigartig;1;0;0;0;0;0;0;0;1;0
eisgrau;0;1;0;0;0;0;0;1;0;0
ekelerregend;0;1;1;0;1;1;0;1;0;0
ekelhaft;0;1;1;0;1;1;0;0;0;0
eklatant;0;1;1;0;1;0;0;0;0;0
eklig;0;1;1;0;1;1;0;0;0;0
elegant;1;0;0;0;0;0;1;0;0;0
elektrisch;1;0;0;0;0;0;1;0;1;0
elend;0;1;1;0;1;0;0;1;0;0
empfehlen;1;0;0;0;0;0;0;0;0;1
empfindlich;0;1;1;0;0;0;0;1;0;0
empfohlen;0;0;0;0;0;0;0;0;0;1
empörend;0;0;0;0;0;0;0;0;1;0
empört;0;1;1;0;0;0;0;0;0;0
endemisch;0;1;0;0;1;1;0;1;0;0
endlich;1;0;0;1;1;0;1;0;1;1
endlos;1;1;1;1;0;1;1;1;0;1
engagiert sein;1;0;0;0;0;0;0;0;0;1
entehren;0;1;1;0;1;1;0;1;0;0
enteignet;0;1;1;0;0;1;0;1;0;0
entfalten;1;0;0;1;0;0;0;0;0;0
entfremden;0;1;1;0;1;0;0;0;0;0
entfremdet;0;1;0;0;0;0;0;1;0;0
entführen;0;1;1;0;0;1;0;1;1;0
entgegengesetzt;0;1;1;0;0;1;0;0;0;0
entkam;0;0;0;0;0;1;0;0;0;0
entlarven;0;0;0;1;0;1;0;0;0;0
entleeren;0;1;1;0;0;0;0;1;0;0
entmutigen;0;1;0;0;0;1;0;1;0;0
entmutigend;0;1;0;0;0;0;0;1;0;0
entmutigt;0;1;0;0;0;0;0;1;0;0
entscheiden;0;1;0;0;0;1;0;0;0;0
entscheidend;1;0;0;0;0;0;0;0;0;1
entschuldigen;1;0;0;0;0;0;0;1;0;1
entsetzlich;0;1;0;0;1;1;0;0;0;0
entsetzt;0;1;0;0;1;1;0;0;1;0
entsorgen;0;0;0;0;1;0;0;0;0;0
entsorgt;1;0;0;1;0;0;0;0;0;1
entstellt;0;1;1;0;1;1;0;1;0;0
enttäuschen;0;1;1;0;1;0;0;1;0;0
enttäuschend;0;1;0;0;0;0;0;1;0;0
enttäuscht;0;1;1;0;1;0;0;1;0;0
entweihen;0;1;1;0;0;0;0;0;0;0
entwickeln;1;0;0;1;0;0;0;0;0;0
erbrechen;0;0;0;0;1;0;0;0;0;0
erbärmlich;0;1;0;0;1;0;0;1;0;0
erfahren;1;0;0;0;0;0;0;0;0;1
erfolglos;0;1;0;0;0;0;0;1;0;0
erfolgreich;1;0;0;1;0;0;1;0;0;1
erfüllen;1;0;0;0;0;0;1;0;0;0
ergreifen;0;1;0;0;0;1;0;0;0;0
ergänzen;1;0;0;1;0;0;1;0;1;1
erhaben;1;0;0;0;0;0;1;0;0;1
erheben;1;0;0;1;0;0;1;0;0;1
erhältlich;1;0;0;0;0;0;1;0;0;0
erhöhen;1;1;0;1;0;1;1;0;0;1
erkennbar;1;0;0;1;0;0;0;0;0;0
erklären;1;0;0;0;0;0;0;0;0;1
erkunden;0;0;0;1;0;0;0;0;0;0
erleuchten;1;0;0;0;0;0;1;0;0;1
ermorden;0;1;1;0;0;1;0;0;0;0
ermutigen;1;0;0;0;0;0;1;0;0;1
ermüdet;0;1;0;0;0;0;0;1;0;0
erneute Prüfung;1;0;0;0;0;0;0;0;0;1
erniedrigend;0;1;0;0;1;1;0;1;0;0
erotisch;1;1;0;1;0;0;1;0;1;1
erregen;1;0;0;1;0;0;0;0;0;0
erreichbar;1;0;0;1;0;0;0;0;0;0
erreichen;1;0;0;0;0;0;1;0;0;0
erreicht;1;0;0;0;0;0;1;0;0;0
erschlagen;0;1;1;0;0;0;0;0;0;0
erschrecken;0;1;1;1;0;1;0;1;1;0
erschreckend;0;1;0;0;1;1;0;1;0;0
erschrocken;0;1;0;0;0;1;0;0;1;0
erschöpfend;0;0;0;0;0;0;0;0;0;1
erschöpft;0;1;0;0;0;0;0;1;0;0
erschütternd;0;1;0;0;0;1;0;1;0;0
erstaunen;0;0;0;0;0;0;0;0;1;0
erstaunlich;1;0;0;0;0;0;1;0;1;0
erstaunlicherweise;1;0;0;0;0;0;1;0;1;1
erstellen;1;0;0;0;0;0;1;0;0;0
ersticken;0;1;1;0;0;0;0;0;0;0
erstickend;0;1;0;0;1;1;0;1;0;0
erstickt;0;1;1;0;0;1;0;1;0;0
ertrinken;0;1;0;0;0;1;0;1;0;0
erwarten;0;0;0;1;0;0;0;0;0;0
erwartet;0;0;0;1;0;0;0;0;0;0
erwartungsvoll;0;0;0;1;0;0;0;0;0;0
erwürgen;0;1;1;0;1;1;0;1;1;0
erzwingen;1;1;1;0;0;1;0;0;0;0
eskalieren;0;1;1;0;0;0;0;0;0;0
etabliert;1;0;0;0;0;0;1;0;0;0
evakuieren;0;1;0;0;0;1;0;0;0;0
evangelisch;0;0;0;0;0;1;0;0;0;0
eventuelle;0;0;0;1;0;0;0;0;0;0
explodieren;0;1;1;0;0;1;0;1;1;0
explosiv;0;1;1;1;0;1;0;0;1;0
exquisit;1;0;0;0;0;0;1;0;0;0
fabelhaft;1;0;0;0;0;0;1;0;0;0
fallen;0;1;0;0;0;0;0;1;0;0
fallend;0;1;0;0;0;0;0;1;0;0
FALSCH;0;1;1;0;1;0;0;1;0;0
falsch dargestellt;0;1;1;0;0;0;0;0;0;0
faltig;0;0;0;0;0;0;0;1;0;0
familiär;1;0;0;0;0;0;0;0;0;1
fehlerlos;1;0;0;0;0;0;0;0;0;1
fehlgeleitet;0;1;0;0;1;0;0;0;0;0
fehlt;0;1;0;0;0;1;0;1;0;0
feiert;1;0;0;1;0;0;1;0;0;0
feige;0;1;1;0;1;1;0;1;0;0
feindlich;0;1;1;0;1;1;0;0;0;0
festlich;1;0;0;0;0;0;1;0;0;0
fett;0;1;0;0;1;0;0;1;0;0
fettig;0;0;0;0;1;0;0;0;0;0
fettleibig;0;1;0;0;1;0;0;0;0;0
feucht;0;1;0;0;1;1;0;0;0;0
fiel;0;1;0;0;0;0;0;1;0;0
flagrant;0;1;1;0;1;0;0;0;0;0
fleischfressende;0;1;0;0;0;1;0;0;0;0
fliegend;1;0;0;0;0;1;0;0;0;0
fliehen;0;1;0;0;1;1;0;0;0;0
floh;0;0;0;0;0;1;0;0;0;0
fluchte;0;0;1;0;0;0;0;0;0;0
fortfahrend;0;0;0;1;0;0;0;0;0;0
fortsetzen;1;0;0;1;0;0;0;0;0;1
fraglich;0;1;0;0;1;0;0;0;0;0
frank;1;0;0;0;0;0;0;0;0;1
frei;1;0;0;0;0;0;1;0;0;1
freigebig;1;0;0;1;0;0;1;0;0;0
frenetisch;0;1;1;0;0;1;0;0;1;0
freundlich;1;0;0;1;0;0;1;0;0;1
freundschaftlich;1;0;0;0;0;0;1;0;0;0
friedlich;1;0;0;1;0;0;1;0;1;1
froh;1;0;0;1;0;0;1;0;0;1
fromm;1;0;0;1;1;0;1;1;0;1
fruchtlos;0;1;0;0;0;0;0;1;0;0
frustrieren;0;1;1;0;1;0;0;1;0;0
frustriert;0;1;1;0;0;0;0;0;0;0
fröhlich;1;0;0;0;0;0;1;0;0;0
funkeln;1;0;0;1;0;0;1;0;0;0
furchtbar;0;1;1;0;1;1;0;1;0;0
furchtlos;1;0;0;0;0;1;0;0;0;0
führen;1;0;0;0;0;0;0;0;0;1
führend;0;0;0;0;0;0;0;0;0;1
füllen;0;0;0;0;0;0;0;0;0;1
fürchten;0;1;0;1;0;1;0;0;0;0
fürchterlich;0;0;0;0;0;0;0;1;0;0
fürstlich;1;0;0;1;0;0;1;0;1;1
gaffen;0;0;0;0;0;0;0;0;1;0
ganz gewiss;0;0;0;0;0;0;0;0;0;1
gebrochen;0;1;1;0;0;1;0;1;0;0
gebührenpflichtig;0;1;0;0;0;1;0;1;0;0
gedankenlos;0;1;1;0;1;0;0;0;0;0
gedeihen;1;0;0;1;0;0;1;0;0;0
gedemütigt;1;0;0;0;0;0;0;1;0;0
gedenken;1;0;0;1;0;0;1;1;0;0
geduldig;1;0;0;1;0;0;0;0;0;0
geerdet;0;1;0;0;0;1;0;1;0;0
gefangen;0;1;0;0;0;1;0;1;0;0
gefeiert;1;0;0;1;0;0;1;0;0;0
gefräßig;0;1;1;0;0;1;0;1;0;0
gefunden;1;0;0;0;0;0;1;0;0;1
gefährden;0;1;1;1;0;1;0;0;0;0
gefährlich;0;1;0;1;0;1;0;1;0;0
gefälscht;0;1;1;0;1;0;0;0;0;0
gegen;0;1;1;0;0;0;0;0;0;0
geheim;0;0;0;0;0;0;0;0;0;1
geheimnisvoll;0;0;0;1;0;1;0;0;1;0
gehorchen;0;0;0;0;0;1;0;0;0;1
gehärtet;0;1;1;0;1;1;0;0;0;0
gehässig;0;1;1;0;0;0;0;0;0;0
geistesgestört;0;1;1;0;1;1;0;0;0;0
geizig;0;1;1;0;1;1;0;1;0;0
geknackt;0;1;1;0;0;1;0;0;0;0
gelegentlich;0;0;0;0;0;0;0;0;1;0
gelingen;1;0;0;1;0;0;1;0;1;1
gelobt;1;0;0;0;0;0;1;0;0;0
gelähmt;0;1;1;0;0;1;0;1;1;0
gemeinsam;1;0;0;0;0;0;0;0;0;1
gemessen;1;0;0;0;0;0;0;0;0;1
gemäßigt;0;0;0;0;0;0;0;0;0;1
gemütlich;1;0;0;0;0;0;1;0;0;0
genau;1;0;0;0;0;0;0;0;0;1
genehmigen;1;0;0;0;0;0;1;0;0;1
genial;1;0;0;0;0;0;1;0;0;0
